username,user_id,access_token,sync_token
user.000018,@user.000018:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMTg_giQDAQsadMnVwMkYwYwJ_1cE9HA,s8101_709_0_1_1_1_1_1001_0_1
user.000019,@user.000019:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMTk_qJSgZKLnmSSswrntZlgI_3XFr5L,s8101_706_0_1_1_1_1_1001_0_1
user.000020,@user.000020:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMjA_pmLSkMBWXNstUDKdbzyG_06sAv5,s8129_720_0_1_1_1_1_1001_0_1
user.000021,@user.000021:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMjE_CfvbURKKkSxRcIIQVNCt_4Ti9Oh,s8176_732_0_1_1_1_1_1001_0_1
user.000022,@user.000022:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMjI_kwfhoEHkdIZglzVLSuIm_47qrH6,s8240_764_0_1_1_1_1_1001_0_1
user.000023,@user.000023:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMjM_XXMiNsxGSrMbTPeTMckG_2wRgEz,s8272_775_0_1_1_1_1_1001_0_1
user.000024,@user.000024:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMjQ_ueljdrQqQmrodlVjigah_2YYoEy,s8280_775_0_1_1_1_1_1001_0_1
user.000025,@user.000025:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMjU_bwfQmxPwrasVMEflXhHS_0bqh0P,s8375_824_0_1_1_1_1_1001_0_1
user.000026,@user.000026:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMjY_zHfLWobmjlXWVTIzslwl_3rMqcZ,s8408_835_0_1_1_1_1_1001_0_1
user.000027,@user.000027:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMjc_JLttRkiakhDuzRcjNDfz_2QvGuA,s8476_854_0_1_1_1_1_1001_0_1
user.000028,@user.000028:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMjg_fbyjAQRqBMNgenPpgKBF_3VCzyd,s8489_858_0_1_1_1_1_1001_0_1
user.000029,@user.000029:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMjk_XsKgxpMgbhBWbQVDvCCs_2Q36zf,s8544_939_0_1_1_1_1_1001_0_1
user.000030,@user.000030:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMzA_HivhiBmiLtfNrUrbOTbg_02Mv5o,s8567_942_0_1_1_1_1_1001_0_1
user.000031,@user.000031:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMzE_PdGRJbHCNncYhnHJIXFS_2iq2z8,s8683_985_0_1_1_1_1_1001_0_1
user.000032,@user.000032:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMzI_LbHNBKYxtaxKoKzOPKiO_0qFcww,s8736_1006_0_1_1_1_1_1001_0_1
user.000033,@user.000033:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMzM_yknlIlFiouDNvFDxDexs_0cVj0c,s8776_1107_0_1_1_1_1_1001_0_1
user.000034,@user.000034:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMzQ_iCQhFOvHjtxdmTDzRlNt_2HAYpu,s8788_1118_0_1_1_1_1_1001_0_1
user.000035,@user.000035:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMzU_JZYZhLTbCxAUNceqPEoN_29qBpa,s8803_1120_0_1_1_1_1_1001_0_1
user.000036,@user.000036:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMzY_VclHucJllGkIFrqqawKi_0CEUkq,s8818_1127_0_1_1_1_1_1001_0_1
user.000037,@user.000037:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMzc_nqqCGGbeKwcizGRcbnjq_0cYN5G,s8840_1132_0_1_1_1_1_1001_0_1
user.000038,@user.000038:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMzg_fRqEOipwxhjbNgmoTjyO_0nTJ2b,s8857_1143_0_1_1_1_1_1001_0_1
user.000039,@user.000039:lapisco.ifce.edu.br,syt_dXNlci4wMDAwMzk_hSKJjZdGIOeGgTYDZAQA_1R7sze,s8892_1152_0_1_1_1_1_1001_0_1
user.000040,@user.000040:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNDA_ujVkGKpSUMzCEuctPFfq_0P5LOQ,s8894_1152_0_1_1_1_1_1001_0_1
user.000041,@user.000041:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNDE_kdNyHAElqbhHsQQUosEO_3A9YGi,s8960_1186_0_1_1_1_1_1001_0_1
user.000042,@user.000042:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNDI_CXPwHxRhhPqxfxqQjSkD_0HhzMF,s9008_1286_0_1_1_1_1_1001_0_1
user.000043,@user.000043:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNDM_MWZycSaOmgVGWaBNjtMX_3ABLCq,s9049_1298_0_1_1_1_1_1001_0_1
user.000044,@user.000044:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNDQ_LmJdfEboflQfRerTjveK_1d2OHv,s9088_1311_0_1_1_1_1_1001_0_1
user.000045,@user.000045:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNDU_jUEGNwicFhfeEhcRUdPQ_1gA595,s9097_1310_0_1_1_1_1_1001_0_1
user.000046,@user.000046:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNDY_uasBFswNvhqBtnKPflza_4fUT87,s9137_1329_0_1_1_1_1_1001_0_1
user.000047,@user.000047:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNDc_sLfjFPniEmWtgOxWQcgL_13vMRY,s9146_1329_0_1_1_1_1_1001_0_1
user.000048,@user.000048:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNDg_KXjUpFgjMODHlrjKXMdQ_1xlb6S,s9161_1336_0_1_1_1_1_1001_0_1
user.000049,@user.000049:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNDk_qLAZVYeYYtXfmyAcfcTK_2fZQyv,s9170_1336_0_1_1_1_1_1001_0_1
user.000050,@user.000050:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNTA_jOjroolULoRJZkWHELGl_1WJJxU,s9197_1347_0_1_1_1_1_1001_0_1
user.000051,@user.000051:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNTE_RCjztjiyNulliRKKHeCf_0ro9iR,s9233_1436_0_1_1_1_1_1001_0_1
user.000052,@user.000052:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNTI_RYBsGZTqKrsOdaSdCgBs_0HoZX8,s9270_1453_0_1_1_1_1_1001_0_1
user.000053,@user.000053:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNTM_ugSyzICZOtFAJTCZMEGx_2lfW2t,s9344_1484_0_1_1_1_1_1001_0_1
user.000054,@user.000054:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNTQ_jexwgGiVZdvkcgCjyfsI_1n2brl,s9377_1492_0_1_1_1_1_1001_0_1
user.000055,@user.000055:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNTU_zITczCNSSdUjUhbCsHEJ_12I4DN,s9382_1495_0_1_1_1_1_1001_0_1
user.000056,@user.000056:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNTY_xUfZIMkotRnxKFRFodtN_1Gapbp,s9412_1506_0_1_1_1_1_1001_0_1
user.000057,@user.000057:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNTc_fEnXbDDNVDEVQRzrOWrI_3tL0Yf,s9420_1504_0_1_1_1_1_1001_0_1
user.000058,@user.000058:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNTg_dTyBFlvEBxApycXeXvru_4XRhkz,s9436_1610_0_1_1_1_1_1001_0_1
user.000059,@user.000059:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNTk_tBXKnmtholdoktCVfIMK_2eEQyI,s9472_1618_0_1_1_1_1_1001_0_1
user.000060,@user.000060:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNjA_SXxvZXdYkhJSSlthprfV_2PIuU7,s9466_1622_0_1_1_1_1_1001_0_1
user.000061,@user.000061:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNjE_pGdfmtYTFFnrkMrHeYLQ_2bif5b,s9473_1621_0_1_1_1_1_1001_0_1
user.000062,@user.000062:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNjI_YbhwCtEYtQProVBgmjoM_3ekv4v,s7348_148_0_1_1_1_1_1001_0_1
user.000063,@user.000063:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNjM_uzbyCDBMpNWEPuTukEgP_2LtGjS,s7386_166_0_1_1_1_1_1001_0_1
user.000064,@user.000064:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNjQ_tjpqZNqKuXLjJYFcbude_1m1q4W,s7421_176_0_1_1_1_1_1001_0_1
user.000065,@user.000065:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNjU_mmFiVOSfEtwzAZrWcykx_26OfHV,s7451_185_0_1_1_1_1_1001_0_1
user.000066,@user.000066:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNjY_yyxOaXZXVVkrNLtPkqiG_29dZyN,s7462_194_0_1_1_1_1_1001_0_1
user.000067,@user.000067:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNjc_zkjlKwqMtKSCykCuxdri_0dCgVh,s7492_207_0_1_1_1_1_1001_0_1
user.000068,@user.000068:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNjg_MLlyBfdixaqCFUKbrhBA_1w0X43,s7532_225_0_1_1_1_1_1001_0_1
user.000069,@user.000069:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNjk_EXDzffDgLLFNBdKZYRTE_2EJnTC,s7555_242_0_1_1_1_1_1001_0_1
user.000070,@user.000070:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNzA_wzmOfPKGEVCWJYRaJiaW_2OJ8X7,s7610_255_0_1_1_1_1_1001_0_1
user.000071,@user.000071:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNzE_IThDwKvrtNStVAZNozoE_13lZHf,s7632_522_0_1_1_1_1_1001_0_1
user.000072,@user.000072:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNzI_vIOcYrlEfuVdopnebMGx_1HNk1H,s7665_530_0_1_1_1_1_1001_0_1
user.000073,@user.000073:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNzM_fIATdZdanFCcMdkNyCrV_0kxsB8,s7754_560_0_1_1_1_1_1001_0_1
user.000074,@user.000074:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNzQ_aNizOMhUrxmlnAhNWoum_2Wsao9,s7785_576_0_1_1_1_1_1001_0_1
user.000075,@user.000075:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNzU_ethBFfrmDxdaUjottlkk_0UBKjF,s7854_613_0_1_1_1_1_1001_0_1
user.000076,@user.000076:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNzY_BpSYVSfsAZWvkOwQDiiY_04Qige,s7913_636_0_1_1_1_1_1001_0_1
user.000077,@user.000077:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNzc_DotXAhDTUiMuRxtjkrFK_34qDrl,s8002_668_0_1_1_1_1_1001_0_1
user.000078,@user.000078:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNzg_nMDhqtqMbrtqasINuIrW_4100oz,s8054_681_0_1_1_1_1_1001_0_1
user.000079,@user.000079:lapisco.ifce.edu.br,syt_dXNlci4wMDAwNzk_qHCJiMydhgfRYZgmYvfh_4GXrGR,s8047_679_0_1_1_1_1_1001_0_1
user.000080,@user.000080:lapisco.ifce.edu.br,syt_dXNlci4wMDAwODA_UgkDDbmsFrrHWlIwhgsw_3h9dEC,s8109_711_0_1_1_1_1_1001_0_1
user.000081,@user.000081:lapisco.ifce.edu.br,syt_dXNlci4wMDAwODE_ABwKVxjJOTJmGenCpiQM_1vML1D,s8129_719_0_1_1_1_1_1001_0_1
user.000082,@user.000082:lapisco.ifce.edu.br,syt_dXNlci4wMDAwODI_pFpkmmJvjggsGeoUgMxg_0a6JVj,s8165_730_0_1_1_1_1_1001_0_1
user.000083,@user.000083:lapisco.ifce.edu.br,syt_dXNlci4wMDAwODM_ZPLGVbuYHovROKPiUQbC_3nHQmK,s8199_745_0_1_1_1_1_1001_0_1
user.000084,@user.000084:lapisco.ifce.edu.br,syt_dXNlci4wMDAwODQ_SFTfWnbLneRivEfUxFau_09q04q,s8302_792_0_1_1_1_1_1001_0_1
user.000085,@user.000085:lapisco.ifce.edu.br,syt_dXNlci4wMDAwODU_YwTCSTXrffdOzKkFkOow_1wwwC9,s8313_800_0_1_1_1_1_1001_0_1
user.000086,@user.000086:lapisco.ifce.edu.br,syt_dXNlci4wMDAwODY_rzMXIfZbnkfjHUplpaQz_1jYoVs,s8360_813_0_1_1_1_1_1001_0_1
user.000087,@user.000087:lapisco.ifce.edu.br,syt_dXNlci4wMDAwODc_apaAaxkaXzQkAQnbSkrH_07KsGN,s8425_843_0_1_1_1_1_1001_0_1
user.000088,@user.000088:lapisco.ifce.edu.br,syt_dXNlci4wMDAwODg_cXfOMcSliJbuGaiRcIiB_4ZxDp1,s8441_843_0_1_1_1_1_1001_0_1
user.000089,@user.000089:lapisco.ifce.edu.br,syt_dXNlci4wMDAwODk_oiavLDoijDkJOFiIRQWy_4axy1V,s8518_924_0_1_1_1_1_1001_0_1
user.000090,@user.000090:lapisco.ifce.edu.br,syt_dXNlci4wMDAwOTA_meMgOJDOGVIOYZNRMOoq_0ndmC0,s8607_961_0_1_1_1_1_1001_0_1
user.000091,@user.000091:lapisco.ifce.edu.br,syt_dXNlci4wMDAwOTE_NebcUUbXeEfxuquxhoNN_3WHAzn,s8679_989_0_1_1_1_1_1001_0_1
user.000092,@user.000092:lapisco.ifce.edu.br,syt_dXNlci4wMDAwOTI_tSkHmTjlWCLLdsHQkihj_0FpR44,s8763_1101_0_1_1_1_1_1001_0_1
user.000093,@user.000093:lapisco.ifce.edu.br,syt_dXNlci4wMDAwOTM_YgFRKDZAMmXvcIzJpLwM_41Hoti,s8788_1118_0_1_1_1_1_1001_0_1
user.000094,@user.000094:lapisco.ifce.edu.br,syt_dXNlci4wMDAwOTQ_ikiLpBGOcGUIVLJHoMFd_0rQect,s8800_1121_0_1_1_1_1_1001_0_1
user.000095,@user.000095:lapisco.ifce.edu.br,syt_dXNlci4wMDAwOTU_asdULRrbkYXnsLGAsBFn_2vm6eZ,s8861_1135_0_1_1_1_1_1001_0_1
user.000096,@user.000096:lapisco.ifce.edu.br,syt_dXNlci4wMDAwOTY_XJksNeMgaSmAYprnapOj_0eFewl,s8867_1145_0_1_1_1_1_1001_0_1
user.000097,@user.000097:lapisco.ifce.edu.br,syt_dXNlci4wMDAwOTc_uGQFsQvcyqvOEtvRlPax_4H90OT,s8897_1153_0_1_1_1_1_1001_0_1
user.000098,@user.000098:lapisco.ifce.edu.br,syt_dXNlci4wMDAwOTg_eJHFfEyznsTWLKOhcakr_0JRk0h,s8933_1172_0_1_1_1_1_1001_0_1
user.000099,@user.000099:lapisco.ifce.edu.br,syt_dXNlci4wMDAwOTk_XGZDZumvbJgVULoMEANK_22RxSm,s8958_1180_0_1_1_1_1_1001_0_1
user.000100,@user.000100:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMDA_fHCyCrIRplmZEyhfXgjp_2roQHV,s8997_1282_0_1_1_1_1_1001_0_1
user.000101,@user.000101:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMDE_NilGkJybrjJPRqFtPIeW_0h7Orl,s9008_1286_0_1_1_1_1_1001_0_1
user.000102,@user.000102:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMDI_KLSayBsUXQMBhTnxVIla_4cldzL,s9026_1293_0_1_1_1_1_1001_0_1
user.000103,@user.000103:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMDM_GpsJeetxqWFlpIfDLjkU_0zdgl0,s9123_1322_0_1_1_1_1_1001_0_1
user.000104,@user.000104:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMDQ_nYmAkgvGOTOgvpEZjDmZ_1qlkI1,s9171_1336_0_1_1_1_1_1001_0_1
user.000105,@user.000105:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMDU_zMuvRHzmJargwTIKwfNl_2CErZz,s9195_1346_0_1_1_1_1_1001_0_1
user.000106,@user.000106:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMDY_aTKrvDkUAusKEcrasyoZ_3alArQ,s9223_1433_0_1_1_1_1_1001_0_1
user.000107,@user.000107:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMDc_BpbnljWVXcyVgvNpvOHu_1AQTuM,s9263_1453_0_1_1_1_1_1001_0_1
user.000108,@user.000108:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMDg_elzzaLTavhGuzyNMQOih_0PlQYQ,s9269_1457_0_1_1_1_1_1001_0_1
user.000109,@user.000109:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMDk_KAVXckWusexjYrLyFsgV_39Qcfh,s9314_1468_0_1_1_1_1_1001_0_1
user.000110,@user.000110:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMTA_hkRjdKOjxQnoqtflicHf_0QGzDx,s9333_1478_0_1_1_1_1_1001_0_1
user.000111,@user.000111:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMTE_MPDIfxDYrZKrEJvpfNLL_2xx7It,s9347_1486_0_1_1_1_1_1001_0_1
user.000112,@user.000112:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMTI_rnHfvrmQGOolCyifxkxe_1uvCtw,s9419_1504_0_1_1_1_1_1001_0_1
user.000113,@user.000113:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMTM_dUCGTatxWAzCMBuqONWi_0ucT8D,s9460_1621_0_1_1_1_1_1001_0_1
user.000114,@user.000114:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMTQ_DOTfQRTPqoJUSeWQZkEX_46itI1,s9473_1622_0_1_1_1_1_1001_0_1
user.000115,@user.000115:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMTU_AdWRISumTqJcNHRypioF_0Qcy5A,s9514_1632_0_1_1_1_1_1001_0_1
user.000116,@user.000116:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMTY_ZPBsrlbrOjZuQxYzlJTM_2ug7dI,s9498_1631_0_1_1_1_1_1001_0_1
user.000117,@user.000117:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMTc_HNybluJMLxMmWKeUpsVL_4YV02t,s9517_1636_0_1_1_1_1_1001_0_1
user.000118,@user.000118:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMTg_BpUNSYYsDGzUxnkxKNNW_499gs6,s9536_1639_0_1_1_1_1_1001_0_1
user.000119,@user.000119:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMTk_AJbimfABuJHSIhQhcmFc_3O2YOT,s9542_1640_0_1_1_1_1_1001_0_1
user.000120,@user.000120:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMjA_mPcSPovcSFUtNKdIGxuy_2at91l,s9552_1644_0_1_1_1_1_1001_0_1
user.000121,@user.000121:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMjE_WgYwSDTEmmDIHLfsdmCv_0fTzrV,s9558_1646_0_1_1_1_1_1001_0_1
user.000122,@user.000122:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMjI_nZSKzqdrHIxtgLwjqjbF_3l7xZP,s9560_1648_0_1_1_1_1_1001_0_1
user.000123,@user.000123:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMjM_xNAkJIRbfuPUyIZScusn_2yiUdU,s9572_1650_0_1_1_1_1_1001_0_1
user.000124,@user.000124:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMjQ_NWisEkLdRPDnEHRaqEcf_4f1YAB,s7143_69_0_1_1_1_1_1001_0_1
user.000125,@user.000125:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMjU_KORuvWdtbYXVlQdRytgc_3GFY81,s7154_75_0_1_1_1_1_1001_0_1
user.000126,@user.000126:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMjY_AAAAYudfGzEAPslfeuhN_0SnLZq,s7177_86_0_1_1_1_1_1001_0_1
user.000127,@user.000127:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMjc_kBgVOPmxemhZfFLXcCPo_3rUAOC,s7214_102_0_1_1_1_1_1001_0_1
user.000128,@user.000128:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMjg_pMvWBmYnzFjXyekmlKtO_2Ov4t0,s7235_109_0_1_1_1_1_1001_0_1
user.000129,@user.000129:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMjk_dFkcBZdYnbXqMZZzsAOH_1eIlit,s7260_116_0_1_1_1_1_1001_0_1
user.000130,@user.000130:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMzA_siZcZdTfVtAyJibEGbuB_22zVFb,s7313_132_0_1_1_1_1_1001_0_1
user.000131,@user.000131:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMzE_NPxoLtVQJKDwFILbFJpr_3AHNY2,s7369_157_0_1_1_1_1_1001_0_1
user.000132,@user.000132:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMzI_ApuXHatQLVAgpgpWgsbn_0rUbue,s7411_169_0_1_1_1_1_1001_0_1
user.000133,@user.000133:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMzM_ZhEnDvtpnUqlchbuTobk_3FYXNW,s7433_180_0_1_1_1_1_1001_0_1
user.000134,@user.000134:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMzQ_eRRMHMbqjLYHXoYHfFQo_2kiLMQ,s7462_194_0_1_1_1_1_1001_0_1
user.000135,@user.000135:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMzU_UOBludURmQLTKsDmgbtD_4FoHcp,s7538_227_0_1_1_1_1_1001_0_1
user.000136,@user.000136:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMzY_mGQsnpDZwqqYOxqMzNkO_26odHT,s7555_242_0_1_1_1_1_1001_0_1
user.000137,@user.000137:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMzc_VYPPAMsgvOqHfMQRQeWh_0B7sgJ,s7605_254_0_1_1_1_1_1001_0_1
user.000138,@user.000138:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMzg_mSozaNixgVFPOqcHOOkI_3wN174,s7644_526_0_1_1_1_1_1001_0_1
user.000139,@user.000139:lapisco.ifce.edu.br,syt_dXNlci4wMDAxMzk_MJvDKquowaNQHgZfWMZB_0kKmqX,s7736_556_0_1_1_1_1_1001_0_1
user.000140,@user.000140:lapisco.ifce.edu.br,syt_dXNlci4wMDAxNDA_loHfWAamHjwnUZkANzLO_12OvGy,s7761_565_0_1_1_1_1_1001_0_1
user.000141,@user.000141:lapisco.ifce.edu.br,syt_dXNlci4wMDAxNDE_TCWhzxkIzMVTnFohaGXH_1jPHyr,s7826_592_0_1_1_1_1_1001_0_1
user.000142,@user.000142:lapisco.ifce.edu.br,syt_dXNlci4wMDAxNDI_DtQBhUFawibVTNqfxyVJ_2RYO49,s7831_597_0_1_1_1_1_1001_0_1
user.000143,@user.000143:lapisco.ifce.edu.br,syt_dXNlci4wMDAxNDM_SCcsddelDaVDAPpmhYWL_1aa32U,s7853_611_0_1_1_1_1_1001_0_1
user.000144,@user.000144:lapisco.ifce.edu.br,syt_dXNlci4wMDAxNDQ_DbIcoYaomDvfsnbNUeoO_3RAo8f,s7884_617_0_1_1_1_1_1001_0_1
user.000145,@user.000145:lapisco.ifce.edu.br,syt_dXNlci4wMDAxNDU_yIpyfNMViuQVHhWxbjkX_3c9TzZ,s7903_628_0_1_1_1_1_1001_0_1
user.000146,@user.000146:lapisco.ifce.edu.br,syt_dXNlci4wMDAxNDY_cXXYzdggOpYLYUviPCki_0fubmH,s7933_642_0_1_1_1_1_1001_0_1
user.000147,@user.000147:lapisco.ifce.edu.br,syt_dXNlci4wMDAxNDc_yOhrxqBvakZekgQHYKps_3aXW1p,s7991_660_0_1_1_1_1_1001_0_1
user.000148,@user.000148:lapisco.ifce.edu.br,syt_dXNlci4wMDAxNDg_YrThcqWjIEyyGVeFwBJS_1Rrajp,s8009_670_0_1_1_1_1_1001_0_1
user.000149,@user.000149:lapisco.ifce.edu.br,syt_dXNlci4wMDAxNDk_pUjCbNzzTLbDDSepGJyF_1Ubeo5,s8046_679_0_1_1_1_1_1001_0_1
